年度,平均每戶可支配所得,臺灣地區平均每戶可支配所得,縣市,所得對數,全國所得對數,所得對數成長率,全國所得對數成長率,所得相對成長率百分點,失業率,企業家數,企業銷售額百萬元,企業家數對數成長率,企業銷售額對數成長率,中央執政黨代碼,中央執政黨,地方首長黨籍代碼,地方首長黨籍,中央地方同黨,地方是否主要政黨,地方國民黨執政,地方民進黨執政,六都,特殊產業結構縣市,離島縣市,任期年序,地方政黨輪替,失業率變動
1998,725605,873175,南投縣,13.494761068608275,13.67989127292283,,,,2.5,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,1,0,
1999,858800,889053,南投縣,13.663291344986764,13.697912130266793,0.1685302763784886,0.01802085734396286,15.050941903452575,3.1,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,1,0,0.6000000000000001
2000,729438,891445,南投縣,13.500029653614162,13.700599020607656,-0.16326169137260216,0.002686890340863002,-16.594858171346516,3.8,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,2,0,0.6999999999999997
2001,694028,868651,南投縣,13.450267584496396,13.674696712533033,-0.04976206911776515,-0.025902308074623903,-2.3859761043141248,4.9,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,3,0,1.1000000000000005
2002,683359,875919,南投縣,13.434775622716694,13.683028899889882,-0.015491961779702024,0.008332187356849374,-2.38241491365514,5.3,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,4,0,0.39999999999999947
2003,681544,881662,南投縣,13.432116091497543,13.689564041586747,-0.002659531219151745,0.00653514169686531,-0.9194672916017055,5.3,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,5,0,0.0
2004,738359,891249,南投縣,13.512185435168728,13.700379128690377,0.08006934367118568,0.010815087103630106,6.925425656755557,4.7,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,6,0,-0.5999999999999996
2005,748483,894574,南投縣,13.525803770493049,13.70410290629004,0.01361833532432044,0.003723777599661915,0.9894557724658526,4.4,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,7,0,-0.2999999999999998
2006,815573,913092,南投縣,13.6116462126715,13.72459192120366,0.0858424421784516,0.020489014913620096,6.535342726483151,4.2,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,8,0,-0.20000000000000018
2007,722209,923874,南投縣,13.49006984966975,13.736330977689091,-0.12157636300175056,0.011739056485431831,-13.33154194871824,4.2,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,9,0,0.0
2008,708936,913687,南投縣,13.47152053345679,13.72524334102077,-0.018549316212959965,-0.011087636668321466,-0.74616795446385,4.4,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,10,0,0.20000000000000018
2009,808713,887605,南投縣,13.6031993741371,13.696282103192804,0.13167884068031022,-0.028961237827966002,16.064007850827622,6.0,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,11,0,1.5999999999999996
2010,782905,889353,南投縣,13.5707666393873,13.698249511048061,-0.032432734749800574,0.001967407855257619,-3.4400142605058193,5.3,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,12,0,-0.7000000000000002
2011,729037,907988,南投縣,13.499479764160993,13.71898644163707,-0.07128687522630628,0.02073693058900794,-9.202380581531422,4.6,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,13,0,-0.7000000000000002
2012,831790,923584,南投縣,13.63133528409798,13.73601703279575,0.13185551993698752,0.01703059115868122,11.48249287783063,4.4,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,14,0,-0.1999999999999993
2013,748930,942208,南投縣,13.526400800187966,13.755981335978323,-0.10493448391001436,0.01996430318257225,-12.489878709258662,4.3,24560.0,239616.0,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,15,0,-0.10000000000000053
2014,782566,956849,南投縣,13.570333542887525,13.771400873241777,0.0439327426995586,0.015419537263454686,2.8513205436103917,4.0,24811.0,266256.0,0.010167999940584593,0.10542061000597158,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,16,0,-0.2999999999999998
2015,738754,964895,南投縣,13.512720262239394,13.779774566110916,-0.05761328064813043,0.008373692869138694,-6.598697351726912,3.8,25196.0,261473.0,0.015398148540157308,-0.018127224284720356,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,17,0,-0.20000000000000018
2016,775270,993115,南投縣,13.560966634759565,13.808601746996494,0.048246372520170056,0.02882718088557823,1.9419191634591826,3.9,25526.0,246768.0,0.013012288800815952,-0.05788240371500919,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,18,0,0.10000000000000009
2017,758388,1018941,南投縣,13.538950407012958,13.834274410626733,-0.022016227746606276,0.0256726636302389,-4.768889137684518,3.7,25999.0,258767.0,0.018360535182857518,0.04747941892322949,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,19,0,-0.19999999999999973
2018,817442,1036304,南投縣,13.613935231224383,13.851171095050994,0.07498482421142505,0.0168966844242604,5.808813978716465,3.7,26543.0,262722.0,0.020707983697908716,0.015168395998077955,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,20,0,0.0
2019,794051,1059731,南投縣,13.584902969904538,13.873525660297378,-0.02903226131984482,0.022354565246384794,-5.1386826566229615,3.7,26987.0,275246.0,0.016589209132154892,0.0465688043512138,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,21,0,0.0
2020,845536,1079648,南投縣,13.647726024770343,13.892145620049078,0.0628230548658042,0.01861995975169961,4.4203095114104585,3.8,27529.0,307802.0,0.019884725911191836,0.11179147585568394,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,22,0,0.09999999999999964
2021,836060,1090554,南投縣,13.6364556598264,13.902196381967281,-0.011270364943943179,0.010050761918202866,-2.1321126862146045,3.9,28272.0,341115.0,0.02663192109272927,0.10276294472203773,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,23,0,0.10000000000000009
2022,878953,1108569,南投縣,13.686486705385645,13.918580552380039,0.05003104555924587,0.01638417041275808,3.3646875146487787,3.6,28782.0,372841.0,0.017878276170641527,0.08893239147351117,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,24,0,-0.2999999999999998
2023,918211,1136708,南投縣,13.730182490686293,13.943646923566812,0.043695785300647216,0.025066371186772685,1.8629414113874532,3.5,29391.0,365534.0,0.020938313282632848,-0.019792757185760124,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,25,0,-0.10000000000000009
2024,892163,1165206,南投縣,13.70140413029407,13.968408453384745,-0.028778360392221813,0.024761529817933337,-5.353989021015515,3.3,30051.0,376535.0,0.0222074332671216,0.02965170628742797,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,26,0,-0.20000000000000018
1998,873466,873175,嘉義市,13.680224483929205,13.67989127292283,,,,2.5,,,,,KMT,中國國民黨,IND,無黨籍,0,0,0,0,0,0,0,1,0,
1999,796358,889053,嘉義市,13.587804112463587,13.697912130266793,-0.09242037146561799,0.01802085734396286,-11.044122880958085,3.0,,,,,KMT,中國國民黨,IND,無黨籍,0,0,0,0,0,0,0,1,0,0.5
2000,808703,891445,嘉義市,13.603187008734508,13.700599020607656,0.015382896270921265,0.002686890340863002,1.2696005930058263,3.0,,,,,DPP,民主進步黨,IND,無黨籍,0,0,0,0,0,0,0,2,0,0.0
2001,785582,868651,嘉義市,13.574180123336275,13.674696712533033,-0.029006885398233706,-0.025902308074623903,-0.3104577323609803,4.6,,,,,DPP,民主進步黨,IND,無黨籍,0,0,0,0,0,0,0,3,0,1.5999999999999996
2002,845388,875919,嘉義市,13.647550972549926,13.683028899889882,0.07337084921365111,0.008332187356849374,6.503866185680174,5.2,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,1,1,0.6000000000000005
2003,772203,881662,嘉義市,13.557002747808612,13.689564041586747,-0.09054822474131363,0.00653514169686531,-9.708336643817894,5.1,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,2,0,-0.10000000000000053
2004,694118,891249,嘉義市,13.450397253854124,13.700379128690377,-0.10660549395448804,0.010815087103630106,-11.742058105811815,4.5,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,3,0,-0.5999999999999996
2005,812886,894574,嘉義市,13.608346157295793,13.70410290629004,0.15794890344166923,0.003723777599661915,15.422512584200732,4.1,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,4,0,-0.40000000000000036
2006,800693,913092,嘉義市,13.593232881672067,13.72459192120366,-0.015113275623725997,0.020489014913620096,-3.5602290537346093,3.9,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,5,0,-0.19999999999999973
2007,730039,923874,嘉義市,13.500853236355061,13.736330977689091,-0.09237964531700626,0.011739056485431831,-10.41187018024381,3.8,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,6,0,-0.10000000000000009
2008,741393,913687,嘉義市,13.516286128057217,13.72524334102077,0.015432891702156226,-0.011087636668321466,2.652052837047769,4.1,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,7,0,0.2999999999999998
2009,686637,887605,嘉義市,13.439561047280844,13.696282103192804,-0.07672508077637374,-0.028961237827966002,-4.776384294840774,5.8,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,8,0,1.7000000000000002
2010,698454,889353,嘉義市,13.456624600106153,13.698249511048061,0.017063552825309358,0.001967407855257619,1.509614497005174,5.1,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,9,0,-0.7000000000000002
2011,768315,907988,嘉義市,13.551955084288727,13.71898644163707,0.09533048418257373,0.02073693058900794,7.459355359356579,4.3,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,10,0,-0.7999999999999998
2012,910601,923584,嘉義市,13.721860100059242,13.73601703279575,0.16990501577051553,0.01703059115868122,15.287442461183431,4.0,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,11,0,-0.2999999999999998
2013,1026305,942208,嘉義市,13.841475531491762,13.755981335978323,0.11961543143251951,0.01996430318257225,9.965112824994726,3.9,17081.0,195969.0,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,12,0,-0.10000000000000009
2014,958377,956849,嘉義市,13.772996507724807,13.771400873241777,-0.06847902376695458,0.015419537263454686,-8.389856103040927,3.7,17284.0,193480.0,0.011814483413763455,-0.012782335501301034,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,13,0,-0.19999999999999973
2015,917788,964895,嘉義市,13.729721706113443,13.779774566110916,-0.04327480161136421,0.008373692869138694,-5.1648494480502904,3.5,17589.0,186076.0,0.01749248858050123,-0.039018955546168854,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,1,1,-0.20000000000000018
2016,962456,993115,嘉義市,13.777243629813432,13.808601746996494,0.04752192369998909,0.02882718088557823,1.8694742814410859,3.7,17881.0,183831.0,0.016464989942878816,-0.012138335120109645,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,2,0,0.20000000000000018
2017,915716,1018941,嘉義市,13.72746155191467,13.834274410626733,-0.049782077898761656,0.0256726636302389,-7.545474152900056,3.7,18301.0,191298.0,0.023217006570078524,0.039815564319988894,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,3,0,0.0
2018,967662,1036304,嘉義市,13.782638131729716,13.851171095050994,0.0551765798150452,0.0168966844242604,3.82798953907848,3.6,18682.0,203598.0,0.020604790287512387,0.062315039836915886,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,4,0,-0.10000000000000009
2019,1019459,1059731,嘉義市,13.834782652395916,13.873525660297378,0.05214452066620012,0.022354565246384794,2.978995541981533,3.7,18843.0,209202.0,0.008580998689696528,0.02715283092910603,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,1,1,0.10000000000000009
2020,1045590,1079648,嘉義市,13.860091877359652,13.892145620049078,0.025309224963736554,0.01861995975169961,0.6689265212036943,3.7,19245.0,224912.0,0.02110979459535578,0.07240892221489581,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,2,0,0.0
2021,1015672,1090554,嘉義市,13.831061020352573,13.902196381967281,-0.02903085700707919,0.010050761918202866,-3.908161892528206,4.0,19746.0,247410.0,0.02569965245354844,0.09533766492396367,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,3,0,0.2999999999999998
2022,1077735,1108569,嘉義市,13.890372174628045,13.918580552380039,0.05931115427547162,0.01638417041275808,4.292698386271354,3.6,20050.0,271471.0,0.015278214563320347,0.0928084401592777,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,4,0,-0.3999999999999999
2023,1128593,1136708,嘉義市,13.936482282123318,13.943646923566812,0.04611010749527367,0.025066371186772685,2.104373630850098,3.5,20516.0,284158.0,0.022975915774443578,0.04567510181809631,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,5,0,-0.10000000000000009
2024,1213216,1165206,嘉義市,14.008785242972046,13.968408453384745,0.07230296084872734,0.024761529817933337,4.7541431030794,3.3,21064.0,297920.0,0.026360352666985776,0.04729457259795389,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,6,0,-0.20000000000000018
1998,580982,873175,嘉義縣,13.272475054287,13.67989127292283,,,,2.5,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,1,0,
1999,628540,889053,嘉義縣,13.351154948583135,13.697912130266793,0.07867989429613509,0.01802085734396286,6.065903695217223,2.8,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,1,0,0.2999999999999998
2000,725986,891445,嘉義縣,13.495286009874443,13.700599020607656,0.14413106129130782,0.002686890340863002,14.144417095044481,2.8,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,2,0,0.0
2001,660383,868651,嘉義縣,13.40057524872222,13.674696712533033,-0.0947107611522231,-0.025902308074623903,-6.88084530775992,4.0,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,3,0,1.2000000000000002
2002,611036,875919,嘉義縣,13.322911156221629,13.683028899889882,-0.0776640925005907,0.008332187356849374,-8.599627985744007,5.2,,,,,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,1,1,1.2000000000000002
2003,615943,881662,嘉義縣,13.330909705766732,13.689564041586747,0.007998549545103373,0.00653514169686531,0.1463407848238063,5.1,,,,,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,2,0,-0.10000000000000053
2004,661697,891249,嘉義縣,13.402563026213237,13.700379128690377,0.07165332044650441,0.010815087103630106,6.08382333428743,4.8,,,,,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,3,0,-0.2999999999999998
2005,679081,894574,嘉義縣,13.428495692504036,13.70410290629004,0.02593266629079949,0.003723777599661915,2.2208888691137574,4.3,,,,,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,4,0,-0.5
2006,697288,913092,嘉義縣,13.454953803825399,13.72459192120366,0.026458111321362665,0.020489014913620096,0.5969096407742569,3.8,,,,,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,5,0,-0.5
2007,638887,923874,嘉義縣,13.367482878911204,13.736330977689091,-0.08747092491419473,0.011739056485431831,-9.920998139962656,3.8,,,,,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,6,0,0.0
2008,655130,913687,嘉義縣,13.392588968206615,13.72524334102077,0.025106089295411138,-0.011087636668321466,3.6193725963732604,4.2,,,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,7,0,0.40000000000000036
2009,629952,887605,嘉義縣,13.353398904988882,13.696282103192804,-0.039190063217732884,-0.028961237827966002,-1.0228825389766882,5.9,,,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,8,0,1.7000000000000002
2010,658489,889353,嘉義縣,13.39770309539421,13.698249511048061,0.044304190405327404,0.001967407855257619,4.2336782550069785,5.1,,,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,9,0,-0.8000000000000007
2011,687869,907988,嘉義縣,13.441353691809027,13.71898644163707,0.0436505964148175,0.02073693058900794,2.291366582580956,4.4,,,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,10,0,-0.6999999999999993
2012,747956,923584,嘉義縣,13.525099431697031,13.73601703279575,0.08374573988800371,0.01703059115868122,6.671514872932249,4.2,,,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,11,0,-0.20000000000000018
2013,727426,942208,嘉義縣,13.497267554641079,13.755981335978323,-0.027831877055952248,0.01996430318257225,-4.77961802385245,4.1,19928.0,244036.0,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,12,0,-0.10000000000000053
2014,667933,956849,嘉義縣,13.411943148087264,13.771400873241777,-0.08532440655381457,0.015419537263454686,-10.074394381726925,3.9,20209.0,253448.0,0.014002271776231368,0.037842918390733615,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,13,0,-0.19999999999999973
2015,751058,964895,嘉義縣,13.529238158123682,13.779774566110916,0.11729501003641829,0.008373692869138694,10.89213171672796,3.8,20725.0,251889.0,0.025212651285247745,-0.0061701595016288024,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,14,0,-0.10000000000000009
2016,768510,993115,嘉義縣,13.552208854237872,13.808601746996494,0.022970696114189337,0.02882718088557823,-0.5856484771388892,3.9,21063.0,252828.0,0.016177245681863184,0.0037209013501797727,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,15,0,0.10000000000000009
2017,769976,1018941,嘉義縣,13.55411462451294,13.834274410626733,0.0019057702750675531,0.0256726636302389,-2.376689335517135,3.8,21588.0,273047.0,0.02461965805317412,0.0769345259060934,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,16,0,-0.10000000000000009
2018,808597,1036304,嘉義縣,13.603055926065675,13.851171095050994,0.048941301552735794,0.0168966844242604,3.2044617128475394,3.7,22188.0,297327.0,0.027413997436593007,0.08518860169752429,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,17,0,-0.09999999999999964
2019,734827,1059731,嘉義縣,13.50739037634047,13.873525660297378,-0.09566554972520436,0.022354565246384794,-11.802011497158915,3.7,22464.0,292135.0,0.012362425650412234,-0.017616519042221057,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,18,0,0.0
2020,781236,1079648,嘉義縣,13.568632559872183,13.892145620049078,0.06124218353171251,0.01861995975169961,4.26222237800129,3.8,23243.0,303631.0,0.03408998358889015,0.03859712415130545,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,19,0,0.09999999999999964
2021,791988,1090554,嘉義縣,13.582301519166625,13.902196381967281,0.013668959294442118,0.010050761918202866,0.36181973762392516,3.9,23633.0,343753.0,0.016640028965857923,0.12411022786973014,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,20,0,0.10000000000000009
2022,764224,1108569,嘉義縣,13.546616218893057,13.918580552380039,-0.03568530027356864,0.01638417041275808,-5.206947068632672,3.6,24267.0,360917.0,0.026473362305775794,0.0487246387850071,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,21,0,-0.2999999999999998
2023,802683,1136708,嘉義縣,13.595715145372914,13.943646923566812,0.04909892647985714,0.025066371186772685,2.4032555293084457,3.5,24999.0,356756.0,0.02971842136425451,-0.011595940284566453,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,22,0,-0.10000000000000009
2024,836911,1165206,嘉義縣,13.63747301167936,13.968408453384745,0.041757866306445734,0.024761529817933337,1.6996336488512398,3.4,25693.0,391190.0,0.027382757191729112,0.09214130074588489,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,23,0,-0.10000000000000009
1998,804378,873175,基隆市,13.597824586929303,13.67989127292283,,,,4.0,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,1,0,
1999,868974,889053,基隆市,13.675068484352293,13.697912130266793,0.07724389742299032,0.01802085734396286,5.922304007902746,4.2,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,1,0,0.20000000000000018
2000,863374,891445,基隆市,13.668603248145345,13.700599020607656,-0.006465236206947722,0.002686890340863002,-0.9152126547810724,4.2,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,2,0,0.0
2001,775698,868651,基隆市,13.56151854815928,13.674696712533033,-0.10708469998606596,-0.025902308074623903,-8.118239191144205,5.1,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,3,0,0.8999999999999995
2002,722155,875919,基隆市,13.489995076274644,13.683028899889882,-0.07152347188463537,0.008332187356849374,-7.985565924148474,5.5,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,4,0,0.40000000000000036
2003,726013,881662,基隆市,13.495323199982705,13.689564041586747,0.005328123708061128,0.00653514169686531,-0.12070179888041821,5.2,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,5,0,-0.2999999999999998
2004,868343,891249,基隆市,13.67434207687715,13.700379128690377,0.1790188768944443,0.010815087103630106,16.82037897908142,4.6,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,6,0,-0.6000000000000005
2005,875160,894574,基隆市,13.68216200576628,13.70410290629004,0.007819928889130523,0.003723777599661915,0.4096151289468608,4.3,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,7,0,-0.2999999999999998
2006,782453,913092,基隆市,13.570189135694774,13.72459192120366,-0.11197287007150614,0.020489014913620096,-13.246188498512623,4.2,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,8,0,-0.09999999999999964
2007,851508,923874,基隆市,13.654764174225713,13.736330977689091,0.0845750385309394,0.011739056485431831,7.283598204550756,4.2,,,,,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,9,0,0.0
2008,816692,913687,基隆市,13.61301731377984,13.72524334102077,-0.04174686044587261,-0.011087636668321466,-3.065922377755115,4.3,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,10,0,0.09999999999999964
2009,863161,887605,基隆市,13.668356511182491,13.696282103192804,0.0553391974026507,-0.028961237827966002,8.43004352306167,5.7,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,11,0,1.4000000000000004
2010,860445,889353,基隆市,13.66520497626328,13.698249511048061,-0.00315153491921194,0.001967407855257619,-0.5118942774469559,5.2,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,12,0,-0.5
2011,845677,907988,基隆市,13.64789276899514,13.71898644163707,-0.01731220726813909,0.02073693058900794,-3.804913785714703,4.5,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,13,0,-0.7000000000000002
2012,786441,923584,基隆市,13.57527298277344,13.73601703279575,-0.07261978622170062,0.01703059115868122,-8.965037738038184,4.3,,,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,14,0,-0.20000000000000018
2013,841832,942208,基隆市,13.643335748376098,13.755981335978323,0.068062765602658,0.01996430318257225,4.809846242008575,4.2,18406.0,151397.0,,,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,15,0,-0.09999999999999964
2014,804007,956849,基隆市,13.597363254590864,13.771400873241777,-0.04597249378523394,0.015419537263454686,-6.139203104868862,4.0,18652.0,153365.0,0.013276680529408225,0.012915175483900754,KMT,中國國民黨,KMT,中國國民黨,1,1,1,0,0,0,0,16,0,-0.20000000000000018
2015,896581,964895,基隆市,13.70634391931231,13.779774566110916,0.10898066472144663,0.008373692869138694,10.060697185230794,3.9,18962.0,143392.0,0.01648359754969242,-0.0672385626277503,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,1,1,-0.10000000000000009
2016,902459,993115,基隆市,13.712878538794348,13.808601746996494,0.006534619482037485,0.02882718088557823,-2.2292561403540745,4.0,19189.0,158108.0,0.011900221691838908,0.09769620521702826,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,2,0,0.10000000000000009
2017,924561,1018941,基隆市,13.737074309244308,13.834274410626733,0.024195770449960463,0.0256726636302389,-0.1476893180278438,3.8,19426.0,136279.0,0.012275176792533316,-0.14857408888878787,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,3,0,-0.20000000000000018
2018,896746,1036304,基隆市,13.706527934832588,13.851171095050994,-0.03054637441172048,0.0168966844242604,-4.744305883598088,3.7,19477.0,157716.0,0.002621907267624124,0.14609169235589903,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,4,0,-0.09999999999999964
2019,957069,1059731,基隆市,13.771630768149468,13.873525660297378,0.06510283331687994,0.022354565246384794,4.274826807049514,3.8,19655.0,154923.0,0.009097476626060086,-0.017867727995353633,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,5,0,0.09999999999999964
2020,946221,1079648,基隆市,13.760231435972216,13.892145620049078,-0.011399332177251864,0.01861995975169961,-3.0019291928951475,4.0,19988.0,172952.0,0.016800334608134904,0.11008588005964448,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,6,0,0.20000000000000018
2021,934080,1090554,基隆市,13.747317366647888,13.902196381967281,-0.012914069324327926,0.010050761918202866,-2.296483124253079,4.0,20450.0,238807.0,0.02285078900685278,0.3226415949694914,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,7,0,0.0
2022,917655,1108569,基隆市,13.72957678197226,13.918580552380039,-0.017740584675628668,0.01638417041275808,-3.412475508838675,3.8,20708.0,237810.0,0.012537216550844832,-0.004183658804480572,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,8,0,-0.20000000000000018
2023,954117,1136708,基隆市,13.768541584420003,13.943646923566812,0.03896480244774381,0.025066371186772685,1.3898431260971122,3.5,21001.0,240231.0,0.01404995659763486,0.010128924918699767,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,1,1,-0.2999999999999998
2024,919226,1165206,基隆市,13.731287290582278,13.968408453384745,-0.03725429383772472,0.024761529817933337,-6.201582365565805,3.5,21378.0,243922.0,0.017792300214463097,0.015247541620153626,DPP,民主進步黨,KMT,中國國民黨,0,1,1,0,0,0,0,2,0,0.0
1998,783504,873175,宜蘭縣,13.571531446061925,13.67989127292283,,,,3.4,,,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,1,0,
1999,826697,889053,宜蘭縣,13.625193522348251,13.697912130266793,0.0536620762863258,0.01802085734396286,3.564121894236294,3.5,,,,,KMT,中國國民黨,DPP,民主進步黨,0,1,0,1,0,0,0,1,0,0.10000000000000009
2000,805088,891445,宜蘭縣,13.598706867196244,13.700599020607656,-0.026486655152007543,0.002686890340863002,-2.9173545492870545,3.6,,,,,DPP,民主進步黨,DPP,民主進步黨,1,1,0,1,0,0,0,2,0,0.10000000000000009
